A new anticorruption and anti-money laundering e-learning course was published.,1
Patagonia keeps close tabs on wages paid in all of the factories making our goods to ensure the workers are earning at least a minimum wage in the regions where they work.,1
"However, even a minimum wage, which is set by local government, is often not high enough to allow for the basic necessities in life.",0
"As a result, Patagonia has made the commitment to confirming that living wages are paid to all workers making our apparel by 2025.",1
"A living wage is one that allows someone to afford decent food, water, housing, health care, education, clothing, transportation, child care and other essential needs, including savings for unexpected events.",0
"This is not an easy task: not every country has a reliable living-wage estimate available, and there aren’t set examples mapping out how to get to living wages over time.",0
We have also been working with the Fair Labor Association (FLA) to research and compile living-wage estimates for multiple countries and to create baseline tools for gathering detailed wage data from our factories,1
That data shows that 45% of our current apparel suppliers pay a living wage on average,1
"First, we aligned our Tier 1 supplier list with the criteria set forth by the Transparency Pledge Coalition, a coalition of NGOs aimed at getting companies to publish a standardized list of factories with meaningful information.",1
"Second, we made that list available on the Open Apparel Registry (OAR) website, a platform that was developed to map garment facilities worldwide to brands.",1
"0 Amount full- and part-time Patagonia employees pay for health insurance premiums, beginning the first day of work with no waiting period.",1
"47% Percentage of Patagonia executives who are women, compared with the national average of 27%.",1
"4% Annual voluntary turnover percentage in Patagonia corporate headquarters, compared to the national average of 11.6%.",1
"50% Percentage of Patagonia board members who are women, compared with the national average of 20%.",1
Patagonia is proud to support our employees’ passion for grassroots environmental activism with our Environmental Internship Program.,1
We cover 100% of our employees’ regular wages while they take up to two months a year to dive into environmental conservation,1
Highlights,0
Patagonia Europe launched its Earth University Program in February 2018,0
"Our child development centers reflect the ideals and values of the company, including the drive to save our home planet.",1
"The high cost of housing continues to be a struggle for employees in our Ventura headquarters, Reno distribution center and many of our retail locations.",1
We’re working on creative ways to help.,0
Saving our home planet is going to require each and every one of us,0
"This, among other reasons, is why Patagonia has committed to paying a living wage or more to all of our long-term employees",1
"Cities account for more than 70% of global CO2 emissions, with buildings alone responsible for 40% of those.",0
“Industry 5.0” approaches the way of doing business even more holistically – it is all-encompassing,0
"Today, we’re more committed than ever to advancing digitization",0
Creating Digital Twins for each of our products is one of these game changers for our future readiness,0
We’ll continue to nurture our challenger spirit,0
I’d like to take this opportunity to thank our investors for their enduring trust and support,0
Your capital ensures our financial independence.,0
"My deepest gratitude goes to our colleagues around the world,",0
Top Speed 23 program,0
The program is set to be completed by end 2023,0
"We continue investing for the future to keep creating efficient, seamless mobility solutions across all dimensions of urban spaces",0
"On the reporting front, we adopted the Sustainability Accounting Standards Board (SASB) metrics",0
"BuildingMinds, our Berlin-based “Software as a Service” (SaaS) start-up bringing to market digital real estate management solutions, launched new products to assist our customers in their efforts to decarbonize urban spaces.",0
"A basic requirement of life. Mobility facilitates global trade, influences everyday living, and shapes our quality of life",0
"People are living for longer and, as they age, need help moving around cities.",0
Schindler is training around 320 apprentices in Switzerland,1
"For 15 years, we have been trying to make installation engineering attractive to young women. Admittedly, we have had limited success so far, but mixed teams would do us good",1
We have not yet achieved the balance we would like in the technical professions.,1
"To make this clear, we publicly support the UN Business Standards for LGBTIA+ inclusion.",1
We rely on regional safety councils to provide a feedback mechanism from the field and we encourage all employees to share ideas on incident prevention.,1
"For subcontractors, clear expectations and responsibilities are defined",1
All subcontractor employees are trained and certified in safety regardless of their function on a Schindler site,1
70% increase in global population of women at Apple since 2014,1
64% increase in U.S. employees from underrepresented communities since 2014.,1
Supporting our people,0
Apple also provides a host of benefits to support our employees in their personal and family life,1
"At Apple, women and men earn the same when engaging in similar work with comparable experience and performance.",1
Apple is committed to paying employees a highly competitive wage in every location where we operate,1
We have worked closely with suppliers to help support their ability to pay their hourly workers,1
"Since 2008, 21.5 million supplier employees have been trained on their rights",1
"Suppliers are required to respect the rights of their employees to form or join, or refrain from joining, organizations of their choice, and to bargain collectively",1
", we interviewed 57,618 supply chain workers, in their local language and without their managers present, to confirm that their experience on the job aligns with our observations during assessments.",1
In 2019 we began anonymously measuring supplier employees’ general satisfaction at work,1
"AGL Energy's FY21 engagement score was 62%, down 11 percentage points from 73% in FY20.",1
The decline in employee engagement,1
"The proportion of females in AGL Energy's senior leadership pipeline (SLP) was 36%, down from 38% last year",1
f the uncertainty employees have experienced through the announcement of the structural separation and the subsequent demerger proposal,1
implement mentoring and support networks for women,1
Indigenous peoples are critical partners and stakeholders for many of BHP’s operations around the world.,1
We have set targets to achieve Indigenous employment of 8 per cent in our Australian workforce by the end of FY2025,1
"Our LGBT+ ally employee inclusion group, Jasper, was established in 2017 as a natural extension of our inclusion and diversity aspirations and to reflect Our Charter value of respect",1
Zero work-related fatalities ,1
"Over a number of years, we have taken action to prevent sexual harassment including through education, encouraging reporting and security measures",1
Zero tolerance of corruption in the private and public sector,1
"Hydro recognizes that businesses have a responsibility to respect, support and promote human rights",1
"We do not tolerate any form of harassment or discrimination, including but not limited to gender, race, color, religion, political views, union affiliation, ethnic background, disability, sexual orientation or marital status",1
And we do not tolerate any form of forced labor or child labor abuse.,1
"Where relevant, and in line with our risk-based approach, we have regular dialogue with communities",1
We have established contact with local authorities and representatives for our neighbors,1
there was one life changing injury at one of our North American facilities,1
We continue to see high-risk incidents with a potential for fatality or permanent injuries or ill health,1
Strengthen local communities and institutions through capacity building on human rights and good governance,1
"The occupational illness rate in 2020 was 0.3 cases per million hours worked, compared to 0.2 in 2019",1
"The employee turnover rate includes resignations, retirements and manning reductions of all permanent employees, but excludes closures and divestment",1
"There are no significant gender-pay differentials for employees earning collective negotiated wages in Norway, Germany and Brazil",1
"Total recordable injuries (TRI), Lost time injury (LTI) and sick leave",1
n regions where unions are not allowed we are striving to establish alternative worker-management relations,1
The plaintiffs claimed that they worked under unhealthy and hazardous conditions,1
illegal logging and settlements have accelerated since 2016,1
Hydro did not detect severe human rights impacts in our own operations in 2020,1
"In 2020, a special emphasis was given to data privacy",1
"All suppliers, customers and other business partners registered in our main accounting systems",1
"We support the principles of the UN Global Compact. Human rights, international labor standards, working against corruption and environmental considerations are fundamental to our approach to corporate responsibility.",1
"Hydro has nothing to report for 2020 on the guiding principle B4 ""Additional severe impacts"".",1
"Since 2019, Hydro offers 180 days of maternity leave and 10 days of paternity leave to all employees",1
"Overall, the total number of injuries went up in 2021, and we are not satisfied with tha",1
"Total recordable injury rate went up from 2.3 to 3.7, and lost workday rate (LWR) was 1.5, up from 0.8 in 2020",1
There were no fatalities at the Elkem plants in 2021,1
"A total of 51 recordable injuries, up from 29 in 2020",1
"In addition, we operate in countries where human rights are under pressure.",1
There were no confirmed incidents of child or forced labour in Elkem in 2021. ,1
 and must be done only by trained and qualified people. Several measures are in place to ensure compliance with these procedures and our human rights policy,1
"Elkem has strict routines to ensure that all official permits and registrations are in accordance with local law,",1
Some supplier production sites or some of our own plants are considered high-risk work,1
"In 2021, we recorded 66 incidents with potential for severe injuries and/or fatalities",1
Yara’s Women in Agronomy Program offers exclusive opportunities to more than 150 women agronomists,1
Maintain an employee engagement score in the top quartile of international benchmarks ,1
"We are making significant investments in competence development, especially within digital learning",1
The Australian traineeship for indigenous people is a great example of local programs with big impact on communities’ growth,1
"We support the United Nations Global Compact, the United Nations Guiding Principles on Business and Human Rights",1
Managing human rights in the supply chain,1
"Human rights is included in all Code of Conduct training, including mandatory e-learning for new hires and face-to-face training programs.",1
"The 2021 Yara human rights risk assessment identified 19 high-risk countries, up from 18 in 2020",1
143 Yara employees were affected by layoffs,1
"When operating in countries where the right to freedom of association and collective bargaining is limited through local legislation, we seek to take mitigating actions in accordance with local conditions and regulations",1
Yara’s global standard of parental leave for Yara employees consists of six months of paid leave for primary caregivers,1
We classify and label our products in line with the European CLP Regulation or local legislation,1
This information is published digitally on country-specific safety data sheets in multiple languages and on the labels of our products,1
"In 2021, Yara was not subject to any significant fines for non-compliance with laws or regulations concerning the provision and use of products and services",1
"At the beginning of 2022, geopolitical tensions around the situation in Russia and Ukraine escalated",1
Sick leave has increased in 2021,1
"Moreover, we have own operations as well as supply chain in countries associated with high political, corruption and human rights risks. ",1
"Due diligence - Activities to Identify, Prevent and Mitigate Human Rights Violations",1
The analysis shows that women’s average salary is lower than men’s average salary,1
Aker Solutions had a very low level of part-time work in Norway during 2021,1
"The Company has a target of zero fatalities, but tragically, one contractor fatality occurred in 2021 at a construction site",1
"The Privacy Office has a privacy program framework that focuses on policies, procedures, tools, guidance and training",1
Our Information Security program is aligned to the National Institute of Standards and Technology Cyber Security Framework,1
Training is a critical aspect of reinforcing an ethical culture,1
There were no serious human rights incidents during the year,1
Completing a human rights due diligence process and identifying risks.,1
"In 2021, we were not aware of any incidents involving interactions between local communities and our security providers",1
it has exacerbated inequalities in many of the regions where we operate. ,1
we acknowledge that historical actions have clearly not met the expectations of MRM’s Aboriginal community,1
We believe that diversity is essential to our business and prohibit discrimination on any basi,1
"sWe do not tolerate any form of racial, sexual or workplace harassment",1
Fatality frequency rate is the number of fatalities per million hours worked.,1
", it is unacceptable that four people lost their lives at our operations during 2021",1
"Sadly, we experienced four fatalities in 2021",1
 Launched the development of the Rio Tinto Safe Production System (RTSPS) to support our ambition of becoming the best operator.,1
Two-point decrease in employee satisfaction score,1
"Due to the destruction of a 46,000-year-old Aboriginal heritage site by Rio Tinto",1
This incident is a severe adverse impact on cultural rights that has engendered extreme concern,1
" CHRB did so in 2019 when it suspended Vale as a consequence of the devastating Brumadinho dam collapse, which caused the death of more than 270 persons",1
" extensive and long-term environmental and health impacts, and massive disruptions to communities.",1
s an extremely concerning departure from the company’s public commitment to respect human rights,1
We are very sorry for the distress we have caused,1
the destruction of the Juukan rock shelters in May 2020 represented a tragic failure of our management of human rights,1
Our training for security providers under our commitment to the Voluntary Principles on Security and Human Rights,1
"To our great distress, four persons lost their lives while working for us in 2021.",1
A security guard in a Maersk depot was fatally hit by a truck operating on the site,1
"COVID-19 continues to present many challenges to the health and safety of our employees, particularly for our seafarers",1
"During 2021, cases related to harassment and bullying in the maritime industry have been brought to light, including some related to Maersk",1
"203 cases related to potential violation of HR-related laws, rules or company values were processed through our whistleblower system in 2021",1
"Additionally, a rise in workplace harassment cases was noted",1
"The self assessment in 2021 confirmed that our labour rights issues are mainly related to working hours, discrimination and compensation.",1
"In total, 60 crew members went beyond 11 months on board, which is the limit set in the Maritime Labour Convention.",1
Our global maternity policy includes a target of reaching a 90% retention rate for women returning to work after maternity leave,1
Our target for representation of women on the Board of Directors (see graphic below) was met in 2021,1
4 of 14 of our Board Directors are women,1
"From 2015 to 2019, we increased campus hires of women globally, and of Black and Hispanic students in the United States, by 9% each—to 44% and 25% of all recruits, respectively.",1
"The program will award full needs-based scholarships to talented students who face financial barriers to college, as well as provide recipients with career and personal support",1
30% ethnically diverse workforce,1
We provide development opportunities and health and wellness resources to help our employees reach their potential and balance work and home life.,1
"In 2020, we launched the Morgan Stanley Institute for Inclusion.",1
"One measure of a successful business culture is retaining talented and skilled employees. In 2020, our voluntary turnover rates decreased across regions, as expected.",1
"In 2020, our employees faced tremendous stress and uncertainty as they coped with the pandemic, including transitioning from working predominantly in the office to working remotely.",1
"For example, we held Managing Director-led development sessions by division on how to lead, manage and work remotely, and a virtual conference for new Managing Directors",1
"These include medical, dental and vision coverage; tax-advantaged flexible spending and health savings accounts; and critical illness, accident, disability and life insurances.",1
"We also have generous policies and practices for family and medical leave, short- and long-term disability, and sick days",1
"we provide benefits and programs in areas including health education, stress management, preventive care and chronic condition support",1
"Additionally, best-in-class onsite health and wellness facilities are available in key locations across the world",1
"In 2020, we launched a mental health benefit for U.S. employees and their dependents, offering free and confidential individual and family therapy by licensed therapists and mental health coaches",1
"Annual employee evaluations include feedback from managers and colleagues on performance, conduct, risk behavior and contributions to our culture, all of which factor into compensation and promotion decisions.",1
"In 2020, the firm monitored and reacted to 13 such natural disasters.",1
"When a potentially material environmental or social issue is identified, enhanced due diligence is conducted, including on issues such as human rights, adverse impacts on indigenous peoples, as well as greenhouse gas and climate risk management",1
We expect our suppliers to follow appropriate policies and practices to ensure they are not complicit in human rights abuses.,1
"As outlined in our Environmental and Social Policy Statement, Morgan Stanley has committed to not knowingly engage in transactions where there is evidence of direct involvement in modern slavery, such as forced labor, human trafficking, or harmful or exploitative forms of child labor",1
"This includes significant investment to reduce the impact of harmful content using a combination of product, technology, and human review — both at the account and Tweet levels.",1
"In mid-March 2020, we were one of the first companies that transitioned to a fully virtual workforce and introduced new programs and benefits to support our employees",1
"As part of our Twitter for Good efforts, we've committed to investing $100 million of our cash and investments as a founding partner to launch the Finance Justice Fund, a new socially responsible investment that aims to bring $1 billion in capital from multiple corporate and philanthropic partners to the most underserved individuals and communities in America, while continuing to donate our time and capital around the world to nonprofits that serve our communities.",1
to our work with industry peers as part of the Global Internet Forum to Counter Terrorism,1
We are committed to providing meaningful transparency to the public through ongoing improvements and updates to the Twitter Transparency Center,1
Twitter adheres to the Digital Advertising Alliance (DAA) Self-Regulatory Principles for Online Behavioral Advertising (also referred to as “interest-based advertising”) and respects the DAA’s consumer choice tool for people to opt out of interestbased advertising.,1
"As part of our efforts to protect healthy conversations, we prohibit the paid promotion of political content",1
"Security and privacy are critical components of our risk management, with our Risk Committee and Audit Committee having responsibility for oversight of risks related to these areas.",1
Our management of information security has been assessed according to the ISO 27001 Information Security Management framework biennially since 2011.,1
Any violation of the terms of our Supplier Code of Conduct may lead to termination of the business relationship,1
"In 2020, we rolled out a new SRM (Supplier Relationship Management) platform, which gives us a holistic view of our suppliers.",1
"Our business is subject to the risks of earthquakes, fire, power outages, floods, and other catastrophic events, as well as to interruption by human events such as terrorism. In response to these threats, we have a robust disaster recovery program in place.",1
"They perform training throughout the year with stakeholders from our offices around the world, focused on various crisis scenarios.",1
"We currently have 10 directors, including two women",1
"As part of employee onboarding, all new Tweeps receive the code, complete mandatory training, and certify they understand and will comply with our Code of Conduct",1
"We track employee sentiment throughout Flight School to assess the quality of the onboarding process and, in 2021, we will be establishing metrics to measure time to productivity.",1
we offer cultural awareness training to all managers and teams.,1
"In 2020, we led every member of our senior leadership team and their direct reports through a Healthy Conversations workshop and follow-up practice session.",1
"Executive program in women’s leadership: A partnership with Stanford University to connect critical talent with the best thinking in leadership, business, and personal development.",1
WELead: A program in partnership with UCLA focused on elevating emerging women leaders across the globe,1
we have pilot programs that focus on building leadership qualities and strengths through targeted talent development initiatives for our Black and Latinx employees.,1
defined action plans and 360-degree feedback for employees on their progress.,1
"monthly check-ins between managers and individuals to discuss their performance and goals, but also as a way to talk about wellbeing, capacity, and overall health.",1
"We provide all employees with an annual $1,000 personal learning budget that they can use toward external workshops, conferences, books, and resources that are relevant to their personal career journey.",1
"In 2020, we doubled the number of company-wide surveys to ensure we consistently measured, tracked, and promoted a positive employee experience for our Tweeps throughout the year.",1
"In addition to reimbursing up to $1,000 of expenses associated with employees productivity and WFH allowances",1
"For our working parents, we have @TwitterParents, a Business Resource Group that helps surface issues unique to parents",1
"We are committed to equal pay for equal work. As part of this commitment, every year we review Tweep's pay following the Q1 compensation planning cycle to make sure we’re living these values.",1
Our review showed that Tweeps are paid equitably across the board.,1
"In 2019, we established our Supplier Inclusion and Diversity (SI&D) program to proactively encourage the inclusion, evaluation, and selection of businesses owned ( 51% or more owned and managed) by people from underrepresented communities (including minority groups, women, people with disabilities, LGBTQ individuals, and veterans).",1
"In late 2020, we demonstrated this commitment by partnering with the Opportunity Finance Network to launch the Finance Justice Fund, a new socially responsible investment that aims to bring $1 billion in capital from corporate and philanthropic partners to the most underserved individuals and communities in America",1
"announced a new partnership with Operation HOPE, a nonprofit organization that provides financial literacy and economic inclusion for underserved communities.",1
52 TWITTER TRAININGS HOSTED FOR 750+ NONPROFIT ORGANIZATIONS,1
"19,245 HOURS OF SERVICE VOLUNTEERED BY EMPLOYEES THROUGH LOCAL COMMUNITY EVENTS",1
"To communicate how we’re leveraging Twitter to respond to this pandemic, we launched an information hub, Coronavirus: Staying safe and informed on Twitter, where we regularly communicate our product and policy changes as they happen",1
"Increasing the visibility of credible, authoritative sources of public health information on Twitter.",1
"Alongside the billboard campaign, we also donated 29,500 physical masks across five US cities",1
Twitter provided $4.5 million in #AdsForGood credits to more than 550 nonprofits.,1
We launched a global mental health campaign with over 60 partners to encourage people to talk about mental health and share resources for combatting stress and anxiety.,1
We partnered with the Smithsonian National Museum of African American History & Culture to elevate the conversation on race.,1
"In total, Tweeps volunteered 4,156 hours of service",1
"donation matching program raised nearly $4 million for 1,553 nonprofits around the world.",1
"We also supported the #BlackLivesMatter movement with $250,000 each to the National Association of Black Journalists and the Equal Justice Initiative.",1
"Financial crimes undermine public trust in our sector. We take all reasonable measures to prevent them, including mandatory awareness training for employees",1
"We require employees to report any legal or ethical concerns to a supervisor, our Human Resources or Legal and Compliance teams, or an anonymous Integrity Hotline operated by an independent vendor",1
"We also provide more frequent, targeted training for relevant employees",1
"In Partnership with GSF, ESRM engaged with a range of non-governmental and civil society organizations on environmental and social topics, including biodiversity and community impacts.",1
"Read the Morgan Stanley Modern Slavery and Human Trafficking Statement here, and the Morgan Stanley Human Rights Statement here, and the Environmental and Social Policy Statement here.",1
"Over the past two years, as part of our regular engagement with a large U.S.-based software company, the Global Stewardship team probed the portfolio company's evolving diversity and inclusion strategy and supporting disclosures",1
"145,000+ affordable housing units funded",1
"In 2020, Morgan Stanley successfully brought to market the first-ever public markets debt issuance for a large nonprofit affordable housing developer, BRIDGE Housing.",1
The Tool Kit provides our Financial Advisors with educational materials and investment resources to implement clients’ unique impact goals—from minimizing investment risks to advancing racial equity—across asset classes.,1
IMPACT BY THE NUMBERS,0
Wealth Management,0
"whose products and services support marine or land conservation, sustainable consumer products and access to clean water",0
"green, social, sustainability and sustainability-linked bond transactions",1
We remain in the midst of a global public health crisis that has caused serious humanitarian and economic issues,0
There were a number of well-publicized events that led to a heightened and necessary focus on racial and social justice.,0
These crises further emphasize the importance of Morgan Stanley’s commitment to bring our resources together to help ensure a sustainable and healthy future.,0
2020 served as a stark reminder that systemic issues of racial inequality exist and must be addressed,0
"Morgan Stanley delivered record performance in 2020 under unprecedented circumstances, and meaningfully drove our strategic vision forward with our recent acquisitions.",0
"In October 2020, we closed our acquisition of E*TRADE, positioning us to serve clients across the full spectrum of wealth; and, in March 2021, we closed our acquisition of Eaton Vance, creating a leading global asset manager of scale.",0
"Among many highlights, our businesses launched a $1 billion social bond to deliver affordable housing in the U.S., and assisted clients in issuing trailblazing health care sustainability bonds.",1
"Nevertheless, as 2021 progresses, I am hopeful that we are rounding the corner, and that a period of recovery and progress toward our shared sustainable future lies ahead.",0
"Provides investment banking, sales and trading, lending and other services to corporations, governments, financial institutions and high to ultra high net worth clients.",0
"Provides a comprehensive array of financial services and solutions to individual investors and small-tomedium- sized businesses and institutions covering: advisor-led brokerage and investment advisory services; selfdirected brokerage services, including through the E*TRADE platform;",0
"Provides a broad range of investment strategies and products that span geographies, asset classes, and public and private markets to a diverse group of clients across institutional and intermediary channels",0
Safety incident with a contractor fatality in 2020,1
Lack of payments and overtime to contractors,1
"Interference with traditional gathering, hunting and fishing activities",1
Dust and odor in communities,1
"We recognize and respect the diversity, cultures, customs and values of Indigenous and other Land-Connected Peoples where we operate",1
we have affected the rights and lives of those people in ways we might not fully appreciate or understand,1
"In line with our Values, we have committed to honest and respectful engagement with Indigenous and LandConnected Peoples near our operations to seek mutually advantageous outcomes",1
Alcoa-managed bauxite mines in Juruti and Western Australia are located on lands of significance to Indigenous or Traditional Communities,1
"Our locations with the most direct impact on Indigenous and Land-Connected Peoples are our operations in Australia, our Juruti mine in Brazil, and our former mining and refining operations in Suriname",1
"We have engaged with the traditional community of Juruti Velho, located at Vila Muirapinima, since the inception of the mine, which is located in the Amazon",1
"In 2020, we completed 100 hectares (247 acres) of rehabilitation",1
 It has driven a 3 percent increase in diversity at those locations,1
 17 percent gender pay gap,1
"AWARE launched in November 2020 in Brazil to raise awareness, promote a culture of fairness and influence the organization to advance racial justice and equality",1
Females on the Alcoa Corporation Board of Directors,0
We rolled out five ethics and compliance training courses to targeted employees in 2020 using the new learning management system,1
We believe in freedom of association no matter where we operate around the globe,1
"In 2020, however, we suffered a fatality at our Poços de Caldas location in Brazil",1
s that caused fatal injuries to the contractor.,1
"After an extensive update of our safety standards in 2018, each location conducted a gap analysis against the new standards in 2019 and developed a three-year action plan to close identified gaps",1
"In 2020, we conducted additional training in effective rootcause analysis for employees and contractors around the world.",1
"Each day, we demonstrate that safety comes first—before production, before cost, before everything",1
"All employees have access to occupational medicine services, most of which are delivered through on-site medical departments due to the relatively large size and risk profile of our locations",1
Voluntary programs focused on personal health and well-being and health promotion among our employees originate at the regional and location level,1
Our brands are evolving to meet the changing needs of consumers all over the world.,0
"127 550children protected against the risk of child labor since 2012 through support such as incomegenerating activities, bridging classes, school kits, school renovation and building",1
Our Child Labor Monitoring and Remediation System (CLMRS) has yielded strong results in recent years,1
We believe that we have made significant progress in tackling unacceptable child labor practices on coffee farms in Mexico,1
"Cocoa issues include deforestation, child labor and lack of living income for cocoa farming households",1
 We have significantly increased our efforts to improve livelihoods for farmers,1
"Of these, 464 cases were substantiated and related to issues such as abuse of power and/or harassment/bullying, labor practices and kickbacks",1
LVMH has a long history of helping young people to build their careers.,1
"Launched worldwide in 2007, the EllesVMH program has developed several initiatives to achieve gender parity and foster inclusion within the Group",1
Huawei manufacturing safety awareness month in July 2020,1
"In China, we continued to improve health and safety on our campuses.",1
" In particular, we established 17 health centers, 30 health service stations, and provided more than 600 automated external defibrillators (AEDs) and first aid kits",1
". We also trained more than 10,000 employees and emergency response team (ERT) members in an effort to build a healthy work environment",1
Huawei sets up canteens on its campuses all over the world,1
"We greatly value the development of our employees' capabilities and careers, and provide them all with sufficient training and equal promotion opportunities.",1
we aim to hire local professionals and work to build a diversified workforce,1
Male and female employees (2016-2020),1
 We respect the lifestyles of all of our employees and encourage our departments and local subsidiaries to engage with their staff in the most appropriate way,1
"we do not discriminate against anyone based on factors like race, nationality, descent, religion, disability, gender, sexual orientation, marital status, and age.",1
"We prohibit the use of child labor or any other forms of forced or involuntary labor, ",1
No incidents of child labor or forced labor have ever taken place in Huawei's history.,1
Huawei has zero tolerance for bribery or corruption,1
We are strengthening our anti-bribery and anticorruption compliance system in four ways,1
Anti-corruption and Anti-bribery,1
Huawei manages our sustainability in line with industry best practices and globally recognized standards.,1
"We regularly appraise suppliers' sustainability and facilitate their ongoing improvement by working closely with customers, suppliers, industry organizations, and other stakeholders",1
Supplier Risk Rating and Auditing,1
"In 2020, we assigned CSR risk ratings to more than 1,600 major suppliers",1
Employees working excessive hours is one of the major concerns among our suppliers,1
